"predecessor_requirement_id","replacement_requirement_id","change_type","exact_constitution_part","exact_constitution_section","verified_exact_line_range","change_summary"
"REQ-029.09","REQ-040.09","Retained and re-anchored","Part 3","PROVIDER INTEGRATION FRAMEWORK","L1363","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-029.09","REQ-040.10","Retained and re-anchored","Part 3","PROVIDER INTEGRATION FRAMEWORK","L1363","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-030.02","REQ-041.01","Retained and re-anchored","Part 3","API MANAGEMENT","L1369; L1373","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-030.04","REQ-041.02","Retained and re-anchored","Part 3","API MANAGEMENT","L1369; L1377","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-030.05","REQ-041.03","Retained and re-anchored","Part 3","API MANAGEMENT","L1369; L1379","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-030.06","REQ-041.04","Retained and re-anchored","Part 3","API MANAGEMENT","L1369; L1381","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-030.01","REQ-041.05","Retained and re-anchored","Part 3","API MANAGEMENT","L1369; L1371","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-030.03","REQ-041.06","Retained and re-anchored","Part 3","API MANAGEMENT","L1369; L1375","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-030.07","REQ-041.07","Retained and re-anchored","Part 3","API MANAGEMENT","L1369; L1383","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-031.01","REQ-042.01","Retained and re-anchored","Part 3","EMAIL SYSTEM","L1389; L1391","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-031.02","REQ-042.02","Retained and re-anchored","Part 3","EMAIL SYSTEM","L1389; L1393","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-031.05","REQ-042.03","Retained and re-anchored","Part 3","EMAIL SYSTEM","L1389; L1399","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-031.03","REQ-042.04","Retained and re-anchored","Part 3","EMAIL SYSTEM","L1389; L1395","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-031.06","REQ-042.05","Retained and re-anchored","Part 3","EMAIL SYSTEM","L1389; L1401","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-031.04","REQ-042.06","Retained and re-anchored","Part 3","EMAIL SYSTEM","L1389; L1397","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-031.07","REQ-042.07","Retained and re-anchored","Part 3","EMAIL SYSTEM","L1403","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-031.07","REQ-042.08","Retained and re-anchored","Part 3","EMAIL SYSTEM","L1403","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-031.07","REQ-042.09","Retained and re-anchored","Part 3","EMAIL SYSTEM","L1403","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-031.07","REQ-042.10","Retained and re-anchored","Part 3","EMAIL SYSTEM","L1403","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-032.01","REQ-043.01","Retained and re-anchored","Part 3","AUDIT LOGGING","L1407–L1409","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-032.08","REQ-043.02","Retained and re-anchored","Part 3","AUDIT LOGGING","L1427; L1439","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-032.03","REQ-043.03","Retained and re-anchored","Part 3","AUDIT LOGGING","L1427; L1429","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-032.05","REQ-043.04","Retained and re-anchored","Part 3","AUDIT LOGGING","L1427; L1433","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-032.09","REQ-043.05","Retained and re-anchored","Part 3","AUDIT LOGGING","L1427; L1441","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-032.07","REQ-043.06","Retained and re-anchored","Part 3","AUDIT LOGGING","L1427; L1437","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-032.04","REQ-043.07","Retained and re-anchored","Part 3","AUDIT LOGGING","L1427; L1431","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-032.06","REQ-043.08","Retained and re-anchored","Part 3","AUDIT LOGGING","L1427; L1435","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-032.10","REQ-043.09","Retained and re-anchored","Part 3","AUDIT LOGGING","L1443","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-033.01","REQ-044.01","Retained and re-anchored","Part 3","SECURITY","L1447–L1451","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-033.04","REQ-044.02","Retained and re-anchored","Part 3","SECURITY","L1451; L1457","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-033.06","REQ-044.03","Retained and re-anchored","Part 3","SECURITY","L1451; L1461","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-033.05","REQ-044.04","Retained and re-anchored","Part 3","SECURITY","L1451; L1459","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-033.16","REQ-044.05","Retained and re-anchored","Part 3","SECURITY","L1451; L1481","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-033.09","REQ-044.06","Retained and re-anchored","Part 3","SECURITY","L1451; L1467","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-033.17","REQ-044.07","Retained and re-anchored","Part 3","SECURITY","L1451; L1483","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-033.10","REQ-044.08","Retained and re-anchored","Part 3","SECURITY","L1451; L1469","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-033.15","REQ-044.09","Retained and re-anchored","Part 3","SECURITY","L1451; L1479","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-033.15","REQ-044.10","Retained and re-anchored","Part 3","SECURITY","L1451; L1479","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-033.11","REQ-044.11","Retained and re-anchored","Part 3","SECURITY","L1451; L1471","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-033.08","REQ-044.12","Retained and re-anchored","Part 3","SECURITY","L1451; L1465","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-033.13","REQ-044.13","Retained and re-anchored","Part 3","SECURITY","L1451; L1475","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-033.02","REQ-044.14","Retained and re-anchored","Part 3","SECURITY","L1451; L1453","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-033.12","REQ-044.15","Retained and re-anchored","Part 3","SECURITY","L1451; L1473","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-033.07","REQ-044.16","Retained and re-anchored","Part 3","SECURITY","L1451; L1463","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-033.14","REQ-044.17","Retained and re-anchored","Part 3","SECURITY","L1451; L1477","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-033.03","REQ-044.18","Retained and re-anchored","Part 3","SECURITY","L1451; L1455","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-033.18","REQ-044.19","Retained and re-anchored","Part 3","SECURITY","L1485","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-034.01","REQ-045.01","Retained and re-anchored","Part 3","DATABASE ARCHITECTURE","L1489–L1491","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-034.01","REQ-045.02","Retained and re-anchored","Part 3","DATABASE ARCHITECTURE","L1489–L1491","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-034.01","REQ-045.03","Retained and re-anchored","Part 3","DATABASE ARCHITECTURE","L1489–L1491","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-034.07","REQ-045.04","Retained and re-anchored","Part 3","DATABASE ARCHITECTURE","L1493; L1505","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-034.09","REQ-045.05","Retained and re-anchored","Part 3","DATABASE ARCHITECTURE","L1493; L1509","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-034.08","REQ-045.06","Retained and re-anchored","Part 3","DATABASE ARCHITECTURE","L1493; L1507","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-034.05","REQ-045.07","Retained and re-anchored","Part 3","DATABASE ARCHITECTURE","L1493; L1501","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-034.04","REQ-045.08","Retained and re-anchored","Part 3","DATABASE ARCHITECTURE","L1493; L1499","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-034.06","REQ-045.09","Retained and re-anchored","Part 3","DATABASE ARCHITECTURE","L1493; L1503","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-034.03","REQ-045.10","Retained and re-anchored","Part 3","DATABASE ARCHITECTURE","L1493; L1497","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-034.02","REQ-045.11","Retained and re-anchored","Part 3","DATABASE ARCHITECTURE","L1493; L1495","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-034.11","REQ-045.12","Retained and re-anchored","Part 3","DATABASE ARCHITECTURE","L1511","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-034.10","REQ-045.13","Retained and re-anchored","Part 3","DATABASE ARCHITECTURE","L1511","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-035.01","REQ-046.01","Retained and re-anchored","Part 3","BACKEND ARCHITECTURE","L1515–L1517","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-035.02","REQ-046.02","Retained and re-anchored","Part 3","BACKEND ARCHITECTURE","L1519; L1531","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-035.02","REQ-046.03","Retained and re-anchored","Part 3","BACKEND ARCHITECTURE","L1519; L1521","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-035.02","REQ-046.04","Retained and re-anchored","Part 3","BACKEND ARCHITECTURE","L1519; L1533","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-035.02","REQ-046.05","Retained and re-anchored","Part 3","BACKEND ARCHITECTURE","L1519; L1527","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-035.02","REQ-046.06","Retained and re-anchored","Part 3","BACKEND ARCHITECTURE","L1519; L1529","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-035.02","REQ-046.07","Retained and re-anchored","Part 3","BACKEND ARCHITECTURE","L1519; L1523","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-035.02","REQ-046.08","Retained and re-anchored","Part 3","BACKEND ARCHITECTURE","L1519; L1525","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-035.03","REQ-046.09","Retained and re-anchored","Part 3","BACKEND ARCHITECTURE","L1535","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-035.03","REQ-046.10","Retained and re-anchored","Part 3","BACKEND ARCHITECTURE","L1535","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-035.03","REQ-046.11","Retained and re-anchored","Part 3","BACKEND ARCHITECTURE","L1535","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-035.04","REQ-046.12","Retained and re-anchored","Part 3","BACKEND ARCHITECTURE","L1537","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-035.07","REQ-047.01","Retained and re-anchored","Part 3","FRONTEND ARCHITECTURE","L1543; L1549","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-035.08","REQ-047.02","Retained and re-anchored","Part 3","FRONTEND ARCHITECTURE","L1543; L1551","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-035.10","REQ-047.03","Retained and re-anchored","Part 3","FRONTEND ARCHITECTURE","L1543; L1555","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-035.06","REQ-047.04","Retained and re-anchored","Part 3","FRONTEND ARCHITECTURE","L1543; L1547","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-035.09","REQ-047.05","Retained and re-anchored","Part 3","FRONTEND ARCHITECTURE","L1543; L1553","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-035.05","REQ-047.06","Retained and re-anchored","Part 3","FRONTEND ARCHITECTURE","L1543; L1545","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-035.11","REQ-047.07","Retained and re-anchored","Part 3","FRONTEND ARCHITECTURE","L1557","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-036.06","REQ-048.01","Retained and re-anchored","Part 3","PROJECT DOCUMENTATION","L1563; L1575","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-036.11","REQ-048.02","Retained and re-anchored","Part 3","PROJECT DOCUMENTATION","L1563; L1585","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-036.13","REQ-048.03","Retained and re-anchored","Part 3","PROJECT DOCUMENTATION","L1563; L1589","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-036.03","REQ-048.04","Retained and re-anchored","Part 3","PROJECT DOCUMENTATION","L1563; L1569","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-036.12","REQ-048.05","Retained and re-anchored","Part 3","PROJECT DOCUMENTATION","L1563; L1587","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-036.01","REQ-048.06","Retained and re-anchored","Part 3","PROJECT DOCUMENTATION","L1563; L1565","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-036.10","REQ-048.07","Retained and re-anchored","Part 3","PROJECT DOCUMENTATION","L1563; L1583","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-036.09","REQ-048.08","Retained and re-anchored","Part 3","PROJECT DOCUMENTATION","L1563; L1581","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-036.08","REQ-048.09","Retained and re-anchored","Part 3","PROJECT DOCUMENTATION","L1563; L1579","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-036.07","REQ-048.10","Retained and re-anchored","Part 3","PROJECT DOCUMENTATION","L1563; L1577","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-036.02","REQ-048.11","Retained and re-anchored","Part 3","PROJECT DOCUMENTATION","L1563; L1567","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-036.05","REQ-048.12","Retained and re-anchored","Part 3","PROJECT DOCUMENTATION","L1563; L1573","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-036.04","REQ-048.13","Retained and re-anchored","Part 3","PROJECT DOCUMENTATION","L1563; L1571","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-036.14","REQ-048.14","Retained and re-anchored","Part 3","PROJECT DOCUMENTATION","L1591","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-036.15","REQ-049.01","Retained and re-anchored","Part 3","INTERACTIVE DEVELOPMENT ROADMAP","L1595–L1597","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-036.17","REQ-049.02","Retained and re-anchored","Part 3","INTERACTIVE DEVELOPMENT ROADMAP","L1599; L1603","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-036.20","REQ-049.03","Retained and re-anchored","Part 3","INTERACTIVE DEVELOPMENT ROADMAP","L1599; L1609","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-036.16","REQ-049.04","Retained and re-anchored","Part 3","INTERACTIVE DEVELOPMENT ROADMAP","L1599; L1601","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-036.19","REQ-049.05","Retained and re-anchored","Part 3","INTERACTIVE DEVELOPMENT ROADMAP","L1599; L1607","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-036.18","REQ-049.06","Retained and re-anchored","Part 3","INTERACTIVE DEVELOPMENT ROADMAP","L1599; L1605","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-036.21","REQ-049.07","Retained and re-anchored","Part 3","INTERACTIVE DEVELOPMENT ROADMAP","L1599; L1611","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-036.22","REQ-049.08","Retained and re-anchored","Part 3","INTERACTIVE DEVELOPMENT ROADMAP","L1613","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-036.22","REQ-049.09","Retained and re-anchored","Part 3","INTERACTIVE DEVELOPMENT ROADMAP","L1613","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-037.01","REQ-050.01","Retained and re-anchored","Part 3","QUALITY STANDARD","L1617–L1619","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-037.02","REQ-050.02","Retained and re-anchored","Part 3","QUALITY STANDARD","L1621","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-037.02","REQ-050.03","Retained and re-anchored","Part 3","QUALITY STANDARD","L1621","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-037.03","REQ-050.04","Retained and re-anchored","Part 3","QUALITY STANDARD","L1623","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"—","REQ-050.05","Added from omitted canonical clause","Part 3","QUALITY STANDARD","L1633","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-038.01","REQ-051.01","Retained and re-anchored","Part 4","CORE PHILOSOPHY","L1647; L1663","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-038.01","REQ-051.02","Retained and re-anchored","Part 4","CORE PHILOSOPHY","L1647; L1665","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-038.01","REQ-051.03","Retained and re-anchored","Part 4","CORE PHILOSOPHY","L1647; L1667","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-038.01","REQ-051.04","Retained and re-anchored","Part 4","CORE PHILOSOPHY","L1647; L1661","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-038.01","REQ-051.05","Retained and re-anchored","Part 4","CORE PHILOSOPHY","L1647; L1657","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-038.01","REQ-051.06","Retained and re-anchored","Part 4","CORE PHILOSOPHY","L1647; L1659","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-038.01","REQ-051.07","Retained and re-anchored","Part 4","CORE PHILOSOPHY","L1647; L1655","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-038.01","REQ-051.08","Retained and re-anchored","Part 4","CORE PHILOSOPHY","L1647; L1651","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-038.01","REQ-051.09","Retained and re-anchored","Part 4","CORE PHILOSOPHY","L1647; L1653","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-038.01","REQ-051.10","Retained and re-anchored","Part 4","CORE PHILOSOPHY","L1647; L1649","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-038.02","REQ-051.11","Retained and re-anchored","Part 4","CORE PHILOSOPHY","L1669","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-038.06","REQ-052.01","Retained and re-anchored","Part 4","ENGINEERING PRINCIPLES","L1675; L1683","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-038.07","REQ-052.02","Retained and re-anchored","Part 4","ENGINEERING PRINCIPLES","L1675; L1685","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-038.10","REQ-052.03","Retained and re-anchored","Part 4","ENGINEERING PRINCIPLES","L1675; L1691","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-038.09","REQ-052.04","Retained and re-anchored","Part 4","ENGINEERING PRINCIPLES","L1675; L1689","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-038.05","REQ-052.05","Retained and re-anchored","Part 4","ENGINEERING PRINCIPLES","L1675; L1681","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-038.04","REQ-052.06","Retained and re-anchored","Part 4","ENGINEERING PRINCIPLES","L1675; L1679","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-038.08","REQ-052.07","Retained and re-anchored","Part 4","ENGINEERING PRINCIPLES","L1675; L1687","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-038.03","REQ-052.08","Retained and re-anchored","Part 4","ENGINEERING PRINCIPLES","L1675; L1677","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-038.12","REQ-052.09","Retained and re-anchored","Part 4","ENGINEERING PRINCIPLES","L1675; L1695","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-038.11","REQ-052.10","Retained and re-anchored","Part 4","ENGINEERING PRINCIPLES","L1675; L1693","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-038.13","REQ-052.11","Retained and re-anchored","Part 4","ENGINEERING PRINCIPLES","L1697","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-039.01","REQ-053.01","Retained and re-anchored","Part 4","PROJECT STRUCTURE","L1701–L1703","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-039.04","REQ-053.02","Retained and re-anchored","Part 4","PROJECT STRUCTURE","L1741","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-039.03","REQ-053.03","Retained and re-anchored","Part 4","PROJECT STRUCTURE","L1741","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-040.05","REQ-054.01","Retained and re-anchored","Part 4","DEVELOPMENT STANDARDS","L1747; L1757","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-040.03","REQ-054.02","Retained and re-anchored","Part 4","DEVELOPMENT STANDARDS","L1747; L1753","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-040.01","REQ-054.03","Retained and re-anchored","Part 4","DEVELOPMENT STANDARDS","L1747; L1749","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-040.07","REQ-054.04","Retained and re-anchored","Part 4","DEVELOPMENT STANDARDS","L1747; L1761","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-040.04","REQ-054.05","Retained and re-anchored","Part 4","DEVELOPMENT STANDARDS","L1747; L1755","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-040.06","REQ-054.06","Retained and re-anchored","Part 4","DEVELOPMENT STANDARDS","L1747; L1759","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-040.02","REQ-054.07","Retained and re-anchored","Part 4","DEVELOPMENT STANDARDS","L1747; L1751","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-040.08","REQ-054.08","Retained and re-anchored","Part 4","DEVELOPMENT STANDARDS","L1763","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-040.09","REQ-055.01","Retained and re-anchored","Part 4","USER EXPERIENCE STANDARDS","L1767–L1769","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-040.11","REQ-055.02","Retained and re-anchored","Part 4","USER EXPERIENCE STANDARDS","L1783","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-041.06","REQ-056.01","Retained and re-anchored","Part 4","PERFORMANCE GOALS","L1789; L1801","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-041.04","REQ-056.02","Retained and re-anchored","Part 4","PERFORMANCE GOALS","L1789; L1797","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-041.03","REQ-056.03","Retained and re-anchored","Part 4","PERFORMANCE GOALS","L1789; L1795","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-041.01","REQ-056.04","Retained and re-anchored","Part 4","PERFORMANCE GOALS","L1789; L1791","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-041.02","REQ-056.05","Retained and re-anchored","Part 4","PERFORMANCE GOALS","L1789; L1793","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-041.05","REQ-056.06","Retained and re-anchored","Part 4","PERFORMANCE GOALS","L1789; L1799","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
